"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1642449826335059968","Sun Apr 02 08:52:08 +0000 2023","9175","Bea Cukai : Bla bla TKW Indonesia : bisanya cuma ngebacot https://t.co/q71FvRAqtG","1642449826335059968","https://pbs.twimg.com/ext_tw_video_thumb/1642449652678266880/pu/img/LAoTIl_rOLcVNDVC.jpg","","in","Indonesia","264","373","4104","https://x.com/Heraloebss/status/1642449826335059968","1251824880967774208","Heraloebss"
"1792008029581476027","Sun May 19 01:43:02 +0000 2024","580","Ini baru berita baik. Bea Cukai akan dibenahi Berita buruknya 10 tahun ngapain saja?. Halan2 sambil mblusukan dong? https://t.co/q1BEG0BPAO","1792008029581476027","https://pbs.twimg.com/media/GN59zm1bEAA7doZ.jpg","","in","","19","238","183","https://x.com/Tan_Mar3M/status/1792008029581476027","1270980383761330176","Tan_Mar3M"
"1784891682602823959","Mon Apr 29 10:25:13 +0000 2024","12171","SLB minta maaf kepada BEA CUKAI https://t.co/6JAKTD6KVb","1784891682602823959","https://pbs.twimg.com/media/GMU1hoXXwAAICqG.jpg","","in","","599","844","2657","https://x.com/ARSIPAJA/status/1784891682602823959","2993008392","ARSIPAJA"
"1678034431452524546","Sun Jul 09 13:32:39 +0000 2023","10732","Imbas pamer emas usai pulang dari Mekkah jemaah haji asal Makassar Suarnati Daeng Kanang akan berhadapan dengan petugas Bea Cukai. Wanita berusia 46 tahun ini menjadi sorotan karena penampilannya nyentrik dan glamor. Terlihat mengenakan perhiasan emas hingga 180 gram usai https://t.co/AJcUwQEXAh","1678034431452524546","https://pbs.twimg.com/media/F0mTazTaUAc432-.jpg","","in","DKI Jakarta, Indonesia","229","797","492","https://x.com/sosmedkeras/status/1678034431452524546","1310415148184600577","sosmedkeras"
"1637735076292341762","Mon Mar 20 08:37:24 +0000 2023","5846","Hal-hal sepele spt ini yang akhirnya membuat publik menjadi kesal dan marah dengan jajaran terdepan @KemenkeuRI mulai dari AR di Pajak hingga petugas Bea Cukai di Bandara &amp; Pelabuhan. Common Sense menjadi hilang berubah menjadi tidak logis menyeramkan dan menyebalkan. https://t.co/Kz8rDWO3h5","1637735076292341762","https://pbs.twimg.com/media/FrpnXVOaIAAYJN9.jpg","","in","ig. @tetapKurawa ","210","487","1961","https://x.com/kurawa/status/1637735076292341762","46651600","kurawa"
"1712824974799466819","Fri Oct 13 13:37:51 +0000 2023","5229","Wanita yang disebut Miss Yuni itu kecewa lantaran biaya yang dikenakan oleh Bea Cukai saat barang masuk ke Indonesia lebih besar dibanding harga aslinya. _ Miss Yuni mengaku dirinya membeli celana dalam di Hongkong seharga 99 dolar Hongkong lalu ketika dikirim ke Indonesia https://t.co/bYYxWdf1a1","1712824974799466819","https://pbs.twimg.com/media/F8UtOqBW0AAv4PR.jpg","","in","DKI Jakarta, Indonesia","204","754","676","https://x.com/sosmedkeras/status/1712824974799466819","1310415148184600577","sosmedkeras"
"1202739029529133056","Thu Dec 05 23:58:25 +0000 2019","3697","Bea Cukai Katakan kasus Impor Harley dan Bromptom direksi Garuda baru sekali padahal dalam Video ini jelas ada Mobil Mewah (Ferari) yang dibawa lagi. Flight Garuda dari Denpasar menuju London Heathrow. Ini yg harus diselidiki mengapa pergi bawa Mobil lalu Pulang Bawa Motor ? https://t.co/raTRKAx0vP","1202739029529133056","https://pbs.twimg.com/ext_tw_video_thumb/1202738988504629248/pu/img/jGPsaGwDuLG702ED.jpg","","in","ig. @tetapKurawa ","211","229","2645","https://x.com/kurawa/status/1202739029529133056","46651600","kurawa"
"1630009975576891396","Mon Feb 27 01:00:36 +0000 2023","4912","Pasca viral kasus RAT banyak pegawai Kemenkeu yg suka gaya2an mulai bersih2 status sosmednya. Dari seragamnya sepetinya itu pegawai bea cukai nih. Sepertinya IBI Kemenkeu bakal sibuk banget bbrp minggu ke depan nih mas @prastow. https://t.co/GVsScNdk3v","1630009975576891396","https://pbs.twimg.com/media/Fp71bTMaMAEiv0f.jpg","","in","","193","461","2042","https://x.com/apostiera/status/1630009975576891396","86219771","apostiera"
"1638469126892158980","Wed Mar 22 09:14:15 +0000 2023","25114","Hallo @beacukaiRI siapa nih yg tadi siang dijemput pakai mobil Bea Cukai sampai mobilnya masuk ke area landas pacu segala? Mana bawaannya banyak banget pula.. Cc Pak @prastow @KemenkeuRI https://t.co/YAtS38y8YP","1638469126892158980","https://pbs.twimg.com/media/Fr0C-gLaQAAn2Fm.jpg","","in","Indonesia","639","1715","6453","https://x.com/PartaiSocmed/status/1638469126892158980","869327120","PartaiSocmed"
"1638316942296748032","Wed Mar 22 09:45:37 +0000 2023","13506","Ketemu nih videonya waktu devkitnya ditahan bea cukai dulu. Gw berasa kyk dikriminalisasi dan kyk dikasih pertanyaan2 yg menjebak. Jadi klo kalian dikasih barang bekas di luar negri untuk kerja bakal lebih berat masalahnya di Indonesia. Coba kalian nilai sendiri aja deh... https://t.co/wnQU4PN7Ll","1638477019515334657","https://pbs.twimg.com/ext_tw_video_thumb/1638473757810647040/pu/img/a1AD9MISTTf5NsJG.jpg","kerissakti","in","Jakarta, Indonesia","1365","753","4799","https://x.com/kerissakti/status/1638477019515334657","64586729","kerissakti"
"1791128453489860773","Thu May 16 15:27:55 +0000 2024","7400","Mau update masalah bea cukai barang hadiah ku yang nilainya 0 rupiah masih ditahan di @beacukaiRI ga ada yang respon &amp; bantuin dari kemaren terakhir disuruh bayar 3juta atau disita tanpa kejelasan aku chat udah dari awal mei gaada yang bantuin guys https://t.co/thN8ZXX09f","1791128453489860773","https://pbs.twimg.com/media/GNtd1SjbwAABewd.jpg","","in","exclusive content 👉🏻","277","272","1970","https://x.com/monsouleil/status/1791128453489860773","873745402586988545","monsouleil"
"1792102125360808068","Sun May 19 07:56:56 +0000 2024","27","Masih seputaran Bea Cukai. Kali ini soal menumpuknya kontainer di beberapa pelabuhan. Hal tersebut disebabkan oleh pengetatan peraturan Permendag Nomor 36 Tahun 2023 yang telah berlaku sejak 10 Maret 2024 lalu. Terkait hal ini Direktur Komunikasi dan Bimbingan Pengguna Jasa https://t.co/0E6FhDHyCr","1792102125360808068","https://pbs.twimg.com/ext_tw_video_thumb/1792101509209198592/pu/img/BeP5l9HbYZfhRYHd.jpg","","in","","2","12","17","https://x.com/CelotehCeloteh2/status/1792102125360808068","1496495720198656000","CelotehCeloteh2"
"1771727004804735356","Sun Mar 24 02:33:29 +0000 2024","10553","KLARIFIKASI BARANG BAWAAN PENUMPANG KE LN Terkait polemik barang bawaan penumpang ke luar negeri sudah ada klarifikasi Bea Cukai. Saya narasikan ulang supaya lebih jelas: 1. Konten yang dibuat Kantor BC Kualanamu sebagai inisiatif untuk menjawab keingintahuan publik patut https://t.co/6NMD43vx03","1771727004804735356","https://pbs.twimg.com/media/GJZua8jb0AAXS8H.jpg","","in","Jakarta Indonesia","1272","689","4720","https://x.com/prastow/status/1771727004804735356","88581196","prastow"
"1784989359315542460","Mon Apr 29 16:53:21 +0000 2024","5009"," Bea Cukai akhirnya serahkan bantuan alat belajar SLB yg viral ditagih ratusan juta Pihak @beacukaiRI full senyum seolah mereka yang nyumbang Minimal malu lah pak tebelnya tembok cina aja kalah sama tebelnya muka si bapak cukak https://t.co/f5RLkpARc1","1784989359315542460","https://pbs.twimg.com/ext_tw_video_thumb/1784989261781196802/pu/img/6R4h1eyFoHrJyCDv.jpg","","in","🦉🤍","156","503","2104","https://x.com/AnKiiim_/status/1784989359315542460","1603276472814567425","AnKiiim_"
"1791847728773013942","Sat May 18 15:06:04 +0000 2024","199","FYI Salah satu sumber penerimaan APBN untuk Pembangunan berasal dari sektor kepabeanan &amp; cukai Sering dihujat Netizen Ternyata Sepanjang tahun 2023 Bea Cukai telah mengumpulkan penerimaan negara sebesar Rp286 2 T 95 4 % dari target yg telah ditetapkan https://t.co/JNpXVFV5Lg","1791847728773013942","https://pbs.twimg.com/ext_tw_video_thumb/1791847684749615104/pu/img/7OyUCVKudiwNJ119.jpg","","in","Indonesia","30","105","93","https://x.com/Heraloebss/status/1791847728773013942","1251824880967774208","Heraloebss"
"1630188740760190977","Mon Feb 27 12:50:57 +0000 2023","3041","Kepala Kantor Bea Cukai Yogyakarta Eko Darmanto terlihat sangat bersahaja.. Bentar lagi akan terkenal.. Ini kepala kantor di Yogyakarta loh bayangin kalau Kepala Kantor Bea Cukai Jakarta Medan dan Surabaya.. Wuih gede tuh kekayaannya.. https://t.co/XzPrqkyXxO","1630188740760190977","https://pbs.twimg.com/media/Fp-YBIlaMAEFOIB.jpg","","in","Medan dan Jakarta, Indonesia","73","254","720","https://x.com/Paltiwest/status/1630188740760190977","214159664","Paltiwest"
"1789498661212434495","Sun May 12 03:31:42 +0000 2024","223","Staf Khusus Menteri Keuangan Yustinus Prastowo mengklarifikasi viralnya keluhan netizen terkait pungutan yang diminta Bea Cukai ketika membawa pulang jenazah dari Penang Malaysia. Warganet tersebut membagikan ceritanya di media sosial X. Dia menyampaikan bahwa Bea Cukai https://t.co/3iMAuPqoxC","1789498661212434495","https://pbs.twimg.com/media/GNWTh3QbIAALQuh.jpg","","in","Pulo Gadung, Indonesia","8","121","83","https://x.com/tvOneNews/status/1789498661212434495","55507370","tvOneNews"
"1791717796558364783","Sat May 18 06:29:45 +0000 2024","1904","Suruh benahin Bea Cukai coba","1791717796558364783","","","in","Dongo, Lombardia","5","6","558","https://x.com/aimr0d/status/1791717796558364783","1682607464326508544","aimr0d"
"1784527667163017586","Sun Apr 28 10:18:45 +0000 2024","7438","Masalah alat belajar SLB yang ditahan Bea Cukai Akhirnya Ibu Boss SM turun tangan... https://t.co/6FFDe8E1lf","1784527667163017586","https://pbs.twimg.com/ext_tw_video_thumb/1784527622757924864/pu/img/134l6kNJI6YhF82V.jpg","","in","📍Atas Kasur ","745","1688","1402","https://x.com/Pai_C1/status/1784527667163017586","1465606400474632199","Pai_C1"
"1654768029522354178","Sat May 06 08:40:16 +0000 2023","581","Ketua Umum PDI Perjuangan Megawati Soekarnoputri menyebut perpajakan imigrasi dan bea cukai sebagi daerah basah dalam pidatonya di Seminar Haluan Pembangunan Bali Masa Depan (5/5). Megawati juga mengimbau untuk insaf. Enak aja kalau bisa korupsi segala. | Mata Najwa https://t.co/tpzSdw2Qor","1654768029522354178","https://pbs.twimg.com/amplify_video_thumb/1654767764383617027/img/cNz0iMif-iAAm_zd.jpg","","in","Jakarta, Indonesia","29","165","95","https://x.com/MataNajwa/status/1654768029522354178","72274016","MataNajwa"
"1770277020972323279","Wed Mar 20 02:31:46 +0000 2024","6818","Kalau keluarga/istri2 pejabat gini kira2 belanja dalam negeri apa luar negeri ya? Kepo aja sih secara peraturan bea cukai sekarang aje gile.. https://t.co/O00A0MG3l7","1770277020972323279","https://pbs.twimg.com/media/GJFJkTYXYAAgey3.jpg","","in","","132","219","893","https://x.com/NyaiNeneng/status/1770277020972323279","1197691559854006272","NyaiNeneng"
"1782294008162824482","Mon Apr 22 06:22:59 +0000 2024","10682","Selamat siang pak @prastow. Ini kok berulang terus ya kejadian di Bea Cukai? Masa beli sepatu harga 10 jutaan bea masuknya sampai 30 jutaan? Dan jika ada surat penetapan pembayaran bea masuk cukai pajak (sppbmcp) kenapa orangnya tidak dikasih tahu rinciannya? https://t.co/PJWPkjbDIx","1782294008162824482","https://pbs.twimg.com/ext_tw_video_thumb/1782293964214964224/pu/img/iXklq7pI2CBHFYMJ.jpg","","in","Indonesia","424","817","2774","https://x.com/PartaiSocmed/status/1782294008162824482","869327120","PartaiSocmed"
"1771168738710307274","Fri Mar 22 13:35:08 +0000 2024","22868","Tampaknya logika Bea Cukai ini semua orang dianggap penyelundup. 1) Hape black market merajalela solusinya bukan nangkepin penyelundup hape black market tapi semua orang disuruh daftar IMEI. 2) Jastip ilegal merajalela solusinya bukan legalisir jastip dan pungut pajak atau","1771168738710307274","","","in","Michuhol-gu, Republic of Korea","845","890","9988","https://x.com/ardisatriawan/status/1771168738710307274","170542374","ardisatriawan"
"1789859548225749322","Mon May 13 03:25:44 +0000 2024","5648","Bila Retweet Dan Like tembus 500 kami akan buka cctv dan dugaan mengunaan KTP palsu Kepala Bea Cukai Purwakarta Rahmadi Effendi Hutahaean Beserta dugaan Istrinya terlibat Kami tidak anti akan @beacukaiRI tapi kami muak dengan tikus didalamnya Cat Warrior Sanggup kok spill smua https://t.co/Vuf3AnuZtY","1789859548225749322","https://pbs.twimg.com/ext_tw_video_thumb/1789859506408796160/pu/img/T_DzfEq7-SBsD_oW.jpg","","in","Singapur, India","33","103","2574","https://x.com/dhemit_is_back/status/1789859548225749322","117694469","dhemit_is_back"
"1789233207059337365","Sat May 11 09:56:53 +0000 2024","24","Siapakah sebenarnya lawan Bea Cukai ini? Apakah penyelundup??? Mengapa belakangan ini beberapa kasus lama yg sudah selesai di Bea Cukai viral kembali. https://t.co/46OKTBl4xT","1789233207059337365","https://pbs.twimg.com/ext_tw_video_thumb/1789233063391883264/pu/img/L3C3-vmJS_0HOqHX.jpg","","in","","2","5","12","https://x.com/CelotehCeloteh2/status/1789233207059337365","1496495720198656000","CelotehCeloteh2"
"1784987355847516306","Mon Apr 29 16:45:23 +0000 2024","38441","indonesia sengaja kalah dari uzbekistan soalny takut nanti piala sama hadiahnya ditahan sama bea cukai","1784987355847516306","","","in","Pusi, Peru","1687","761","10669","https://x.com/plisitin/status/1784987355847516306","2413636441","plisitin"
"1790000450223120427","Mon May 13 12:45:38 +0000 2024","3189","Menteri Keuangan Sri Mulyani mencopot Rahmady Effendy Hutahaean (REH) dari jabatannya sebagai Kepala Bea Cukai Purwakarta. Keputusan ini diambil Kemenkeu setelah dilakukan pemeriksaan internal terhadap REH. #bisnisupdate #update #bisnis #oneliner https://t.co/fyq2eNfy9Z https://t.co/EX00HkwSBQ","1790000450223120427","https://pbs.twimg.com/media/GNdbyMsWAAATbsg.jpg","","in","","139","413","751","https://x.com/kumparan/status/1790000450223120427","759692754985242625","kumparan"
"1791775606604189871","Sat May 18 10:19:28 +0000 2024","9","Kalo kalian pengen make jasanya Santo kalian mau nyuruh dia ngapain? Kok saya pengen nyuruh dia jewer-jewerin kuping pejabat bea cukai dah. https://t.co/Yyw9orbnSz","1791775606604189871","https://pbs.twimg.com/ext_tw_video_thumb/1791775317763485696/pu/img/cN-VAFLK3uf-6XRn.jpg","","in","South Jakarta","0","0","3","https://x.com/IsuSoksial/status/1791775606604189871","1682286831604486145","IsuSoksial"
"1791687134258053531","Sat May 18 04:27:55 +0000 2024","244","Saling Pantau saling jaga Setelah publik dihebohkan dengan kasus gratifikasi Eko Darmanto eks Kepala Bea Cukai Yogyakarta Kini Kejagung Tetapkan eks Kepala Kanwil Bea Cukai Riau sebagai tersangka Korupsi impor Gula Jaga Lembaganya sikat oknumnya! https://t.co/nyePG3CjEN","1791687134258053531","https://pbs.twimg.com/ext_tw_video_thumb/1791686980222296064/pu/img/vMvlt42KAwDp94sA.jpg","","in","Indonesia","0","17","91","https://x.com/Heraloebss/status/1791687134258053531","1251824880967774208","Heraloebss"
"1658032499698614280","Mon May 15 08:52:07 +0000 2023","21999","Terima kasih untuk kerja sama dan kekompakan netizen https://t.co/MVZ1iWQchu","1658032499698614280","","","in","Indonesia","242","513","3668","https://x.com/PartaiSocmed/status/1658032499698614280","869327120","PartaiSocmed"
"1789703771007885552","Sun May 12 17:06:44 +0000 2024","83","Bea cukai berulah kembali https://t.co/xxco2kORyQ","1789703771007885552","https://pbs.twimg.com/ext_tw_video_thumb/1789702906884784128/pu/img/RHUDQa-pNV7d-W3T.jpg","","in","Lisbon, Portugal","3","5","42","https://x.com/opposite6892/status/1789703771007885552","1558329561783607296","opposite6892"
"1790980802303627439","Thu May 16 05:41:12 +0000 2024","1326","HOT NEWS Inilah Tampang Ronny Rosfyandi Mantan Kepala Bea Cukai Riau Tersangka Korupsi Gula Kejagung menetapkan eks Kepala Kanwil Bea Cukai Riau 2019-2021 sebagai tersangka kasus dugaan korupsi impor gula di Kemendag (2015-2023) Sinergitas Bea Cukai &amp; Kejaksaan ini https://t.co/Ob3tZNm9lN","1790980802303627439","https://pbs.twimg.com/media/GNrXjEmacAAKTCb.jpg","","in","Indonesia","24","90","671","https://x.com/Heraloebss/status/1790980802303627439","1251824880967774208","Heraloebss"
"1783772152602509400","Fri Apr 26 08:16:36 +0000 2024","8638","Negeri PARA PERAMPOK...! Bantuan dari negara lain saja yang menerima masih Dirampok oleh bea cukai Dapat Bantuan Alat untuk SLB dari Korea Ditagih Ratusan Juta oleh Bea Cukai Sekolah Luar Biasa (SLB) yang mendapatkan bantuan alat pembelajaran dari Korea namun dicekal https://t.co/17RaQDNCR6","1783772152602509400","https://pbs.twimg.com/media/GME7UdmasAA34B6.jpg","","in","Jawa Tengah, Indonesia","314","1125","3381","https://x.com/Aryprasetyo85/status/1783772152602509400","435004096","Aryprasetyo85"
"1789951834976591952","Mon May 13 09:32:27 +0000 2024","565","Ini kami up lagi Cctv pertemuan Bapak Eks Kepala Bea Cukai Purwakarta Rahmady Effendi Hutahaean Disana istrinya bilang juga bahwa ayahnya hakim di pengadilan negeri Jakarta pertanyaan hamba Yang Mulia uang itu kok tidak masuk LHKPN dan saat perjanjian Knapa KTP swasta? https://t.co/UvWg7KIwSQ","1789951834976591952","https://pbs.twimg.com/ext_tw_video_thumb/1789951528880787456/pu/img/1zGH1ywpVrN-62BF.jpg","","in","Singapur, India","2","15","243","https://x.com/dhemit_is_back/status/1789951834976591952","117694469","dhemit_is_back"
"1784831953067508164","Mon Apr 29 06:27:52 +0000 2024","13097","Kalo kalian masih single kemungkinannya cuma 2. Jodoh kalian masih di sortir dc cakung atau ketahan di bea cukai. Tetap semangat!","1784831953067508164","","","in","tiagumilar13@gmail.com","1602","533","6305","https://x.com/tempeultra/status/1784831953067508164","49618948","tempeultra"
"1785107507993842125","Tue Apr 30 00:42:50 +0000 2024","2881","Kemarin baca salah satu reply di reels @kumparan ada SLB dari Yayasan Yapti di Makasar yang mendapatkan laptop braille hibah dari Arab Saudi sudah tertahan sebulan di Bea Cukai. Semoga dengan kasus SLB kemarin bisa diperhatikan juga kasus ini. https://t.co/B2fhjellzi","1785107507993842125","https://pbs.twimg.com/media/GMX50XsasAE3y8z.jpg","","in","Jakartangerang","235","224","1890","https://x.com/timmymalachi/status/1785107507993842125","18249099","timmymalachi"
"1791422609915277358","Fri May 17 10:56:47 +0000 2024","29","Harta Kekayaan Eks Kepala Bea Cukai Purwakarta Dinilai Janggal Gegara Ini KPK: Nggak Masuk di Akal! https://t.co/YPNyp4zkew","1791422609915277358","","","in","","0","0","23","https://x.com/OposisiCerdas/status/1791422609915277358","887743587579944960","OposisiCerdas"
"1792125791293304841","Sun May 19 09:30:59 +0000 2024","16"," Bea Cukai akan dibenahi Berita baik untuk pembenahan yg uda bobrok Berita buruknya yang mau benahi si Joko Widodo lier euy https://t.co/H28hf1tS3e","1792125791293304841","https://pbs.twimg.com/media/GN7o556bkAAhfDl.jpg","","in","","0","6","2","https://x.com/Shanty1BM/status/1792125791293304841","1751884293406928897","Shanty1BM"
"1790937712536776801","Thu May 16 02:49:59 +0000 2024","1865","Bea Cukai niggas when they charge 6.000.000 rupiah for a product that costs 1.090.000 rupiah https://t.co/3oVCrrqe7o","1790937712536776801","https://pbs.twimg.com/media/GNqwW-bawAA8_B3.jpg","","en","","21","30","364","https://x.com/BattleboyA239/status/1790937712536776801","1700527388524990465","BattleboyA239"
"1791019114816999834","Thu May 16 08:13:27 +0000 2024","2110","Jo Boah jadi pegawai bea cukai?! Jo Boah dikabarkan membintangi drama 'Knock Off' bersama Kim Soohyun Berlatar belakang krisis moneter 1997 - awal 2000an 'Knock Off' akan menggali banyak hal seputar barang KW/palsu. Jo Boah akan memerankan tokoh pegawai bea cukai yang juga https://t.co/m5ipM85zSE","1791019114816999834","https://pbs.twimg.com/media/GNr6K8GbcAAAO4t.jpg","","in","","117","36","240","https://x.com/tang__kira/status/1791019114816999834","1211794832","tang__kira"
"1792148450446110965","Sun May 19 11:01:01 +0000 2024","10","Tambah ngaco nih Bea Cukai ! #PresidenTerburukSerbaPalsu #PresidenTerburukSerbaPalsu","1792148450446110965","","","in","","0","0","10","https://x.com/Raky4tB3rs4tu__/status/1792148450446110965","1629184074781954048","Raky4tB3rs4tu__"
"1791394641906217424","Fri May 17 09:05:39 +0000 2024","979","Mungkin Petugas BEA Cukai Ga Pernah Pakai Celana Dalam https://t.co/Cr1kKHLoiZ","1791394641906217424","https://pbs.twimg.com/ext_tw_video_thumb/1791394007559573504/pu/img/E04PN9j6ANCV0wK5.jpg","","in","","37","260","369","https://x.com/JJhonpres/status/1791394641906217424","1609829873396363264","JJhonpres"
"1789872592813170739","Mon May 13 04:17:35 +0000 2024","416"," Breaking News Ramai di sosial Media oknum @beacukaiRI dilaporkan ke KPK karena tidak memberikan LHKPN Kementerian Keuangan langsung Bebas Tugaskan Kepala Bea Cukai Purwakarta Sinergitas Netizen &amp; Pemerintah demi kebaikan bangsa Itu Nyata ( No Hoax). https://t.co/0a8Iv7LPje","1789872592813170739","https://pbs.twimg.com/media/GNbnomnbQAAxEPt.jpg","","in","Indonesia","5","34","154","https://x.com/Heraloebss/status/1789872592813170739","1251824880967774208","Heraloebss"
"1789288031914266710","Sat May 11 13:34:44 +0000 2024","651","Viral Lagi Bea Cukai Dituduh Minta Bayaran Pajak Pengiriman Jenazah dan Peti Mati dari LN Sebesar 30% https://t.co/l8biCdwwE3","1789288031914266710","","","in","Indonesia","16","47","382","https://x.com/geloraco/status/1789288031914266710","3319260420","geloraco"
"1790550880149987736","Wed May 15 01:12:51 +0000 2024","434","KABAR BURUK BAGI OKNUM BEA CUKAI KABAR BAIKNYA Sri Mulyani : Kementerian Keuangan akan menindaklanjuti berbagai masukan Netizen +62 dan mempersiapkan perbaikan fundamental untuk Bea Cukai https://t.co/tEGbBgbFR6","1790550880149987736","https://pbs.twimg.com/media/GNlQh87bQAAJaE2.jpg","","in","Indonesia","13","105","106","https://x.com/Heraloebss/status/1790550880149987736","1251824880967774208","Heraloebss"
"1790771360161275977","Wed May 15 15:48:57 +0000 2024","27","Ada apa dengan Bea Cukai Mari kita tanyakan kepada rumput yg bergoyang karena Bea Cukai tak mau meluruskannya. Sdh ditegur sama Ibu mentri tak ada jawabannya oleh pihak Bea Cukai. Bea Cukai skrg atas komando siapa ??? https://t.co/N7kxwAURQk","1790771360161275977","https://pbs.twimg.com/ext_tw_video_thumb/1790770287392550912/pu/img/tFRjh6fD_Th6NTLS.jpg","","in","","0","3","10","https://x.com/Pecel_Lele5678/status/1790771360161275977","1257399206240595970","Pecel_Lele5678"
"1790612337776623991","Wed May 15 05:17:03 +0000 2024","676","Korupsi this korupsi that. Kapan udahnya sih~ Kali ini dari Kepala Bea Cukai Purwakarta yang baru aja dicopot Menteri Keuangan Sri Mulyani. Begini perjalanan kasusnya ‍ https://t.co/TlYcp1MUte","1790612337776623991","https://pbs.twimg.com/media/GNmIS1dbsAAnDY-.jpg","","in","","27","33","268","https://x.com/NarasiNewsroom/status/1790612337776623991","1158355819512991747","NarasiNewsroom"
"1633636217630900224","Thu Mar 09 01:10:00 +0000 2023","23708","jadi inget cerita dosen waktu itu itb! dpt hibah dari belanda alat bekas tapi canggih yg sangat jarang di indo pas nyampe di bandara ketahan bea cukai yg sangat mahal kampus bingung bayarnya gimana lucu yaa udah mah dpt hibah malah dipalak negara sendiri kebanyakan (cont..)","1633636217630900224","","","in","Ganesha, Jatinangor, Cirebon","454","243","3419","https://x.com/itbfess/status/1633636217630900224","1273190263121297409","itbfess"
"1790686489405485254","Wed May 15 10:11:43 +0000 2024","58","Sinergi Bea Cukai dan Polri berhasil geledah vila yang digunakan sebagai clandestine lab di Bali. Cek video dan utas berikut untuk informasi selengkapnya https://t.co/O0To6hJqsu","1790686489405485254","https://pbs.twimg.com/ext_tw_video_thumb/1790686379116208128/pu/img/0ZHjide1SJGaGS_7.jpg","","in","Indonesia","6","14","25","https://x.com/beacukaiRI/status/1790686489405485254","2940183750","beacukaiRI"
"1789555214523171227","Sun May 12 07:16:26 +0000 2024","226","Pesan Untuk Clarisa &amp; Netizen Hindari menyebarluaskan info modal KATANYA sebelum melakukan crosscheck Kalopun mo Speakup jng gunakan opini tendensius atau negatif KECUALI ITU MEMANG FAKTA atau KAMU PEGANG BUKTI dan DATA ️ CASE CLOSED ️ Bea Cukai sudah memberikan https://t.co/w3NSKtDe2s","1789555214523171227","https://pbs.twimg.com/media/GNXG-eBbQAArnEi.jpg","","in","Indonesia","3","26","151","https://x.com/Heraloebss/status/1789555214523171227","1251824880967774208","Heraloebss"
"1741642605489012744","Mon Jan 01 02:08:49 +0000 2024","4036","Senator Bali Arya Wedakarna mendadak viral di lini masa X. Akibat video ketika Arya sedang memarahi kepala Kanwil Bea Cukai Bali Nusa Tenggara dan kepala Bea Cukai Bandara I Gusti Ngurah Rai serta pengelola bandara. Ucapan Arya dianggap rasis lantaran menyinggung jilbab atau https://t.co/bybwQJsLOM","1741642605489012744","https://pbs.twimg.com/ext_tw_video_thumb/1741642423972020224/pu/img/2Lyicp2Mpq2SrDSS.jpg","","in","Jakarta, Indonesia","609","2160","2323","https://x.com/republikaonline/status/1741642605489012744","22126902","republikaonline"
"1789900415707840616","Mon May 13 06:08:08 +0000 2024","281","Usai Dilaporkan ke KPK Kepala Bea Cukai Purwakarta Rahmady Effendi Dibebastugaskan https://t.co/gECYkdAZT4","1789900415707840616","","","in","-6.252543,106.806343","7","23","148","https://x.com/alisyarief/status/1789900415707840616","30201110","alisyarief"
"1792014734214275286","Sun May 19 02:09:41 +0000 2024","121","Makin keliatan kalo perekonomian RI gak ada punya blue print. Keuangan yg sudah diatur baik oleh Bu SMI dirusak oleh kebijakan perekonomian yang amburadul. Peraturan berubah-ubah tergantung kepentingan penguasa bukan negara. https://t.co/rBG89YLSvp https://t.co/ZH2FvQfzbt","1792014734214275286","https://pbs.twimg.com/media/GN6D5ZbaQAAZeEU.jpg","","in","Bali, Indonesia","6","55","35","https://x.com/T0M5helby/status/1792014734214275286","1426438140202348546","T0M5helby"
"1789984925799641110","Mon May 13 11:43:57 +0000 2024","326","Ok Cat Warrior Tugas kita skrg kawal @KPK_RI Untuk Meningkatkan Kasus jadi Penyidikan Eks Kepala Bea Cukai Purwakarta Rahmadi Effendi Hutahaean sambil kita spill ikut sertanya istrinya bila tidak naik penyidikan kita spill Ketua KPK Ngopi dimana kok ga muncul².. Sepakat Retweet https://t.co/53XxsrKFiH","1789984925799641110","https://pbs.twimg.com/media/GNdNzU2boAA1QsJ.jpg","","in","Singapur, India","4","11","178","https://x.com/dhemit_is_back/status/1789984925799641110","117694469","dhemit_is_back"
"1791029618247676055","Thu May 16 08:55:11 +0000 2024","57","gerak cepet banget kepala bea cukai purwakarta yg terlibat korupsi langsung dicopot dari jabatanya udah cantik + tegas menteri idaman emang. semoga bisa selalu amanah dalam menjalankan tugas ya bu #BuSriTerbaik SriMulyani PalingTOP https://t.co/DazPHRP2Go https://t.co/rU8cjN8jUs","1791029618247676055","https://pbs.twimg.com/media/GNsD8LoaUAACO5W.jpg","","in","","0","47","50","https://x.com/strlgirls/status/1791029618247676055","593619630","strlgirls"
"1790738923419017675","Wed May 15 13:40:04 +0000 2024","51","Semua di pajak Koruptor petugas bea cukai dan orang jenderal pajak Tidak bayar pajak https://t.co/CDDzFZA3r3","1790738923419017675","https://pbs.twimg.com/ext_tw_video_thumb/1790738769706119168/pu/img/wzU8o0uZyLKfSk_j.jpg","","in","Lisbon, Portugal","5","16","24","https://x.com/opposite6892/status/1790738923419017675","1558329561783607296","opposite6892"
